text,sentiment,aspect
"For the cost, this is hated.",Negative,Pricing
Shipping was unremarkable!,Neutral,Delivery
the package arrived good.,Positive,Delivery
The app is mediocre!,Neutral,App/Website
Pricing is absolutely middle-of-the-road!,Neutral,Pricing
"it is too expensive, acceptable value.",Neutral,Pricing
"It is too expensive, tolerable value!",Neutral,Pricing
The user interface is glorious.,Positive,App/Website
"It took forever to arrive, love shipping!",Positive,Delivery
"It took forever to arrive, first-rate shipping.",Positive,Delivery
the website is useless.,Negative,App/Website
Delivery was unbeatable!,Positive,Delivery
The build material is glorious.,Positive,Product Quality
the app is unbearable.,Negative,App/Website
"App keeps crashing, vile experience!",Negative,App/Website
"It took forever to arrive, passable shipping!",Neutral,Delivery
Customer service was unbearable!,Negative,Customer Service
Shipping was marvelous.,Positive,Delivery
"App keeps crashing, cheap experience!",Negative,App/Website
delivery was immaculate.,Positive,Delivery
Pricing is absolutely middle-of-the-road.,Neutral,Pricing
The app is stellar.,Positive,App/Website
Customer service was love.,Positive,Customer Service
"they ignored my emails, atrocious support.",Negative,Customer Service
navigation is trash.,Negative,App/Website
the price is so-so.,Neutral,Pricing
quality is breathtaking.,Positive,Product Quality
value for money is brilliant.,Positive,Pricing
delivery was broken.,Negative,Delivery
"They ignored my emails, horrible support!",Negative,Customer Service
The user interface is repulsive.,Negative,App/Website
delivery was awful.,Negative,Delivery
i found the item to be horrendous.,Negative,Product Quality
The support team is passable.,Neutral,Customer Service
I found the item to be middle-of-the-road.,Neutral,Product Quality
the build material is useless.,Negative,Product Quality
"For the cost, this is worst.",Negative,Pricing
i found the item to be impressive.,Positive,Product Quality
The support team is acceptable!,Neutral,Customer Service
Logistics and shipping speed were glorious.,Positive,Delivery
The package arrived revolting!,Negative,Delivery
Shipping was fair!,Neutral,Delivery
Pricing is absolutely adequate.,Neutral,Pricing
the app is glorious.,Positive,App/Website
"App keeps crashing, good experience!",Positive,App/Website
"Support replied immediately, defective service.",Negative,Customer Service
The price is disappointing!,Negative,Pricing
Quality is ok.,Neutral,Product Quality
customer service was magnificent.,Positive,Customer Service
The product is first-rate.,Positive,Product Quality
The build material is love.,Positive,Product Quality
Pricing is absolutely fair.,Neutral,Pricing
"for the cost, this is loved.",Positive,Pricing
The website is subpar.,Negative,App/Website
Customer service was bland.,Neutral,Customer Service
value for money is useless.,Negative,Pricing
Value for money is defective.,Negative,Pricing
shipping was abysmal.,Negative,Delivery
delivery was unparalleled.,Positive,Delivery
I found the item to be magnificent!,Positive,Product Quality
The build material is defective!,Negative,Product Quality
Value for money is average.,Neutral,Pricing
Not worth the money.,Negative,Pricing
The build material is flawless!,Positive,Product Quality
"Honestly, the product feels fantastic.",Positive,Product Quality
"Honestly, the product feels immaculate!",Positive,Product Quality
the support team is run-of-the-mill.,Neutral,Customer Service
"It is too expensive, fantastic value!",Positive,Pricing
pricing is absolutely standard.,Neutral,Pricing
my experience with the agent was unbeatable.,Positive,Customer Service
The website is worst!,Negative,App/Website
the support team is inadequate.,Negative,Customer Service
"Support replied immediately, great service.",Positive,Customer Service
"Support replied immediately, outstanding service.",Positive,Customer Service
The price is love!,Positive,Pricing
The product is decent.,Neutral,Product Quality
"For the cost, this is garbage!",Negative,Pricing
Logistics and shipping speed were amazing!,Positive,Delivery
"for the cost, this is love.",Positive,Pricing
"it is too expensive, phenomenal value.",Positive,Pricing
Shipping was horrendous.,Negative,Delivery
"App keeps crashing, top-notch experience!",Positive,App/Website
The app is pathetic!,Negative,App/Website
delivery was stellar.,Positive,Delivery
The website is glorious!,Positive,App/Website
Quality is inferior!,Negative,Product Quality
the build material is top-notch.,Positive,Product Quality
the support team is deplorable.,Negative,Customer Service
Navigation is unacceptable!,Negative,App/Website
i found the item to be superlative.,Positive,Product Quality
"It is too expensive, hate value!",Negative,Pricing
"For the cost, this is awful.",Negative,Pricing
"This product is exactly what I expected, absolutely splendid!",Positive,Product Quality
the build material is lackluster.,Neutral,Product Quality
"Support replied immediately, marvelous service!",Positive,Customer Service
Delivery was acceptable!,Neutral,Delivery
Shipping was lackluster!,Neutral,Delivery
Value for money is brilliant!,Positive,Pricing
"it is too expensive, repulsive value.",Negative,Pricing
I found the item to be good.,Positive,Product Quality
Delivery was appalling.,Negative,Delivery
Value for money is love.,Positive,Pricing
My experience with the agent was hate.,Negative,Customer Service
The app is wonderful!,Positive,App/Website
"It took forever to arrive, superlative shipping!",Positive,Delivery
"Honestly, the product feels lousy.",Negative,Product Quality
logistics and shipping speed were bad.,Negative,Delivery
the user interface is poor.,Negative,App/Website
I found the item to be love.,Positive,Product Quality
Value for money is dreadful.,Negative,Pricing
The app is hate.,Negative,App/Website
my experience with the agent was bland.,Neutral,Customer Service
The user interface is amazing!,Positive,App/Website
The price is ok.,Neutral,Pricing
"it took forever to arrive, outstanding shipping.",Positive,Delivery
the price is wonderful.,Positive,Pricing
My experience with the agent was unbeatable.,Positive,Customer Service
shipping was adequate.,Neutral,Delivery
"Support replied immediately, marvelous service.",Positive,Customer Service
The website is subpar!,Negative,App/Website
"For the cost, this is average.",Neutral,Pricing
my experience with the agent was top-notch.,Positive,Customer Service
The build material is unparalleled.,Positive,Product Quality
Delivery was superlative!,Positive,Delivery
the user interface is wonderful.,Positive,App/Website
I found the item to be exquisite.,Positive,Product Quality
"This product is exactly what I expected, absolutely flawless!",Positive,Product Quality
"Honestly, the product feels poor.",Negative,Product Quality
logistics and shipping speed were subpar.,Negative,Delivery
i found the item to be wonderful.,Positive,Product Quality
The price is tolerable!,Neutral,Pricing
"this product is exactly what i expected, absolutely magnificent.",Positive,Product Quality
navigation is lousy.,Negative,App/Website
The app is good.,Positive,App/Website
Pricing is absolutely wonderful.,Positive,Pricing
The app is bland.,Neutral,App/Website
logistics and shipping speed were unparalleled.,Positive,Delivery
Customer service was perfect.,Positive,Customer Service
the price is breathtaking.,Positive,Pricing
The product is fair!,Neutral,Product Quality
Navigation is impressive.,Positive,App/Website
"It took forever to arrive, terrible shipping!",Negative,Delivery
Pricing is absolutely fine!,Neutral,Pricing
Logistics and shipping speed were mediocre.,Neutral,Delivery
The price is fair!,Neutral,Pricing
"For the cost, this is great.",Positive,Pricing
I found the item to be tolerable!,Neutral,Product Quality
Logistics and shipping speed were loved!,Positive,Delivery
Value for money is phenomenal.,Positive,Pricing
the price is cheap.,Negative,Pricing
My experience with the agent was fine!,Neutral,Customer Service
"they ignored my emails, repulsive support.",Negative,Customer Service
The price is top-notch!,Positive,Pricing
Delivery was bad!,Negative,Delivery
"this product is exactly what i expected, absolutely okay.",Neutral,Product Quality
"App keeps crashing, immaculate experience!",Positive,App/Website
"app keeps crashing, poor experience.",Negative,App/Website
Shipping was bland!,Neutral,Delivery
"This product is exactly what I expected, absolutely exquisite.",Positive,Product Quality
"it is too expensive, average value.",Neutral,Pricing
The support team is outstanding.,Positive,Customer Service
Customer service was horrible!,Negative,Customer Service
"It is too expensive, appalling value!",Negative,Pricing
the package arrived repulsive.,Negative,Delivery
shipping was worst.,Negative,Delivery
the app is wonderful.,Positive,App/Website
customer service was loved.,Positive,Customer Service
"they ignored my emails, vile support.",Negative,Customer Service
Delivery was adequate.,Neutral,Delivery
The price is love.,Positive,Pricing
the price is garbage.,Negative,Pricing
my experience with the agent was hate.,Negative,Customer Service
The build material is disappointing.,Negative,Product Quality
The support team is marvelous!,Positive,Customer Service
"Support replied immediately, hate service!",Negative,Customer Service
pricing is absolutely ok.,Neutral,Pricing
"It is too expensive, standard value!",Neutral,Pricing
Value for money is bad.,Negative,Pricing
The product is mediocre.,Neutral,Product Quality
the website is mediocre.,Neutral,App/Website
value for money is marvelous.,Positive,Pricing
shipping was run-of-the-mill.,Neutral,Delivery
I found the item to be flawless!,Positive,Product Quality
Quality is bad!,Negative,Product Quality
the build material is undistinguished.,Neutral,Product Quality
Quality is unremarkable!,Neutral,Product Quality
value for money is unbeatable.,Positive,Pricing
Quality is undistinguished!,Neutral,Product Quality
my experience with the agent was tolerable.,Neutral,Customer Service
"Support replied immediately, unremarkable service!",Neutral,Customer Service
"Honestly, the product feels unacceptable.",Negative,Product Quality
The build material is tolerable.,Neutral,Product Quality
"it is too expensive, deplorable value.",Negative,Pricing
the app is amazing.,Positive,App/Website
navigation is unacceptable.,Negative,App/Website
shipping was atrocious.,Negative,Delivery
The package arrived tolerable.,Neutral,Delivery
The price is lousy!,Negative,Pricing
The build material is pathetic.,Negative,Product Quality
I found the item to be perfect!,Positive,Product Quality
The product is brilliant!,Positive,Product Quality
The support team is run-of-the-mill!,Neutral,Customer Service
the website is superb.,Positive,App/Website
my experience with the agent was wonderful.,Positive,Customer Service
Customer service was awesome!,Positive,Customer Service
Navigation is exquisite.,Positive,App/Website
The product is awful!,Negative,Product Quality
Shipping was abysmal.,Negative,Delivery
Customer service was amazing!,Positive,Customer Service
The product is lackluster.,Neutral,Product Quality
"for the cost, this is decent.",Neutral,Pricing
The package arrived fantastic!,Positive,Delivery
"for the cost, this is impressive.",Positive,Pricing
the website is ok.,Neutral,App/Website
Navigation is tolerable.,Neutral,App/Website
The app is horrendous.,Negative,App/Website
"It took forever to arrive, marvelous shipping!",Positive,Delivery
"For the cost, this is love.",Positive,Pricing
delivery was repulsive.,Negative,Delivery
I found the item to be garbage!,Negative,Product Quality
"App keeps crashing, great experience!",Positive,App/Website
The website is outstanding.,Positive,App/Website
logistics and shipping speed were marvelous.,Positive,Delivery
The price is excellent!,Positive,Pricing
I found the item to be great.,Positive,Product Quality
my experience with the agent was decent.,Neutral,Customer Service
The price is brilliant.,Positive,Pricing
navigation is outstanding.,Positive,App/Website
Customer service was unparalleled.,Positive,Customer Service
The product is marvelous.,Positive,Product Quality
"support replied immediately, top-notch service.",Positive,Customer Service
Pricing is absolutely worst.,Negative,Pricing
"App keeps crashing, atrocious experience!",Negative,App/Website
i found the item to be so-so.,Neutral,Product Quality
"For the cost, this is vile!",Negative,Pricing
"It took forever to arrive, lousy shipping!",Negative,Delivery
"They ignored my emails, love support!",Positive,Customer Service
"support replied immediately, breathtaking service.",Positive,Customer Service
My experience with the agent was unbearable!,Negative,Customer Service
"For the cost, this is tolerable!",Neutral,Pricing
The build material is superb!,Positive,Product Quality
I found the item to be standard.,Neutral,Product Quality
"this product is exactly what i expected, absolutely unparalleled.",Positive,Product Quality
"App keeps crashing, so-so experience.",Neutral,App/Website
navigation is stellar.,Positive,App/Website
The package arrived inadequate.,Negative,Delivery
"they ignored my emails, middle-of-the-road support.",Neutral,Customer Service
Delivery was cheap!,Negative,Delivery
the product is middle-of-the-road.,Neutral,Product Quality
"this product is exactly what i expected, absolutely amazing.",Positive,Product Quality
"they ignored my emails, okay support.",Neutral,Customer Service
The website is first-rate!,Positive,App/Website
"It is too expensive, hate value.",Negative,Pricing
the app is unbeatable.,Positive,App/Website
"It is too expensive, undistinguished value!",Neutral,Pricing
The user interface is glorious!,Positive,App/Website
The support team is terrible.,Negative,Customer Service
the product is adequate.,Neutral,Product Quality
delivery was disgusting.,Negative,Delivery
i found the item to be ok.,Neutral,Product Quality
the package arrived perfect.,Positive,Delivery
"It took forever to arrive, bad shipping.",Negative,Delivery
The build material is mediocre!,Neutral,Product Quality
the package arrived run-of-the-mill.,Neutral,Delivery
The user interface is tolerable!,Neutral,App/Website
navigation is tolerable.,Neutral,App/Website
i found the item to be splendid.,Positive,Product Quality
delivery was awesome.,Positive,Delivery
"They ignored my emails, perfect support.",Positive,Customer Service
"it is too expensive, mediocre value.",Neutral,Pricing
"honestly, the product feels fair.",Neutral,Product Quality
"it took forever to arrive, broken shipping.",Negative,Delivery
"Honestly, the product feels magnificent!",Positive,Product Quality
"It is too expensive, horrendous value.",Negative,Pricing
Value for money is passable.,Neutral,Pricing
Navigation is fine.,Neutral,App/Website
my experience with the agent was brilliant.,Positive,Customer Service
"they ignored my emails, abysmal support.",Negative,Customer Service
The package arrived pathetic.,Negative,Delivery
"it is too expensive, standard value.",Neutral,Pricing
"For the cost, this is first-rate.",Positive,Pricing
"App keeps crashing, useless experience.",Negative,App/Website
I found the item to be pathetic.,Negative,Product Quality
Pricing is absolutely loved!,Positive,Pricing
navigation is disappointing.,Negative,App/Website
The website is revolting!,Negative,App/Website
"Honestly, the product feels superb.",Positive,Product Quality
The user interface is hated!,Negative,App/Website
Value for money is fair.,Neutral,Pricing
The website is worst.,Negative,App/Website
"for the cost, this is lousy.",Negative,Pricing
Pricing is absolutely lackluster!,Neutral,Pricing
the support team is pathetic.,Negative,Customer Service
"Support replied immediately, unparalleled service!",Positive,Customer Service
shipping was decent.,Neutral,Delivery
Quality is marvelous!,Positive,Product Quality
The package arrived phenomenal.,Positive,Delivery
I found the item to be poor.,Negative,Product Quality
I found the item to be repulsive.,Negative,Product Quality
"Honestly, the product feels appalling!",Negative,Product Quality
Shipping was loved.,Positive,Delivery
pricing is absolutely acceptable.,Neutral,Pricing
the build material is appalling.,Negative,Product Quality
The product is magnificent.,Positive,Product Quality
"honestly, the product feels undistinguished.",Neutral,Product Quality
"it is too expensive, glorious value.",Positive,Pricing
the build material is superb.,Positive,Product Quality
Shipping was splendid!,Positive,Delivery
the build material is disappointing.,Negative,Product Quality
pricing is absolutely unacceptable.,Negative,Pricing
The package arrived great.,Positive,Delivery
Quality is subpar.,Negative,Product Quality
The user interface is useless.,Negative,App/Website
quality is horrible.,Negative,Product Quality
logistics and shipping speed were top-notch.,Positive,Delivery
pricing is absolutely excellent.,Positive,Pricing
Shipping was amazing.,Positive,Delivery
"They ignored my emails, dreadful support!",Negative,Customer Service
The package arrived great!,Positive,Delivery
the app is exceptional.,Positive,App/Website
The package arrived lousy.,Negative,Delivery
Delivery was inferior!,Negative,Delivery
"it took forever to arrive, first-rate shipping.",Positive,Delivery
The build material is standard.,Neutral,Product Quality
Navigation is outstanding.,Positive,App/Website
the build material is fine.,Neutral,Product Quality
pricing is absolutely wonderful.,Positive,Pricing
I found the item to be repulsive!,Negative,Product Quality
customer service was exceptional.,Positive,Customer Service
logistics and shipping speed were broken.,Negative,Delivery
"this product is exactly what i expected, absolutely hated.",Negative,Product Quality
"For the cost, this is mediocre.",Neutral,Pricing
Value for money is undistinguished!,Neutral,Pricing
"It took forever to arrive, average shipping.",Neutral,Delivery
"honestly, the product feels exquisite.",Positive,Product Quality
Quality is disappointing!,Negative,Product Quality
The build material is great!,Positive,Product Quality
"App keeps crashing, garbage experience.",Negative,App/Website
The price is revolting.,Negative,Pricing
the app is brilliant.,Positive,App/Website
"App keeps crashing, superb experience!",Positive,App/Website
The support team is bland.,Neutral,Customer Service
The website is defective!,Negative,App/Website
i found the item to be perfect.,Positive,Product Quality
"It is too expensive, marvelous value!",Positive,Pricing
"app keeps crashing, impressive experience.",Positive,App/Website
Navigation is exceptional!,Positive,App/Website
the price is splendid.,Positive,Pricing
"they ignored my emails, immaculate support.",Positive,Customer Service
"It took forever to arrive, splendid shipping!",Positive,Delivery
"They ignored my emails, undistinguished support!",Neutral,Customer Service
the price is awesome.,Positive,Pricing
My experience with the agent was defective!,Negative,Customer Service
"It took forever to arrive, trash shipping.",Negative,Delivery
"It is too expensive, phenomenal value.",Positive,Pricing
quality is tolerable.,Neutral,Product Quality
"It took forever to arrive, awful shipping!",Negative,Delivery
delivery was impressive.,Positive,Delivery
Navigation is awesome.,Positive,App/Website
The website is good.,Positive,App/Website
"This product is exactly what I expected, absolutely exquisite!",Positive,Product Quality
The price is adequate!,Neutral,Pricing
the support team is repulsive.,Negative,Customer Service
Quality is hated!,Negative,Product Quality
Customer service was outstanding.,Positive,Customer Service
"honestly, the product feels brilliant.",Positive,Product Quality
Navigation is deplorable.,Negative,App/Website
The package arrived impressive.,Positive,Delivery
Value for money is dreadful!,Negative,Pricing
i found the item to be immaculate.,Positive,Product Quality
"they ignored my emails, poor support.",Negative,Customer Service
The support team is abysmal!,Negative,Customer Service
"It took forever to arrive, appalling shipping!",Negative,Delivery
The product is defective!,Negative,Product Quality
Customer service was glorious!,Positive,Customer Service
The package arrived outstanding.,Positive,Delivery
the product is broken.,Negative,Product Quality
"App keeps crashing, unbeatable experience!",Positive,App/Website
The support team is lousy!,Negative,Customer Service
"Honestly, the product feels love!",Positive,Product Quality
customer service was disgusting.,Negative,Customer Service
The website is stellar!,Positive,App/Website
It is not working.,Negative,Product Quality
"honestly, the product feels bad.",Negative,Product Quality
"App keeps crashing, lousy experience.",Negative,App/Website
my experience with the agent was great.,Positive,Customer Service
the price is phenomenal.,Positive,Pricing
Delivery was impressive!,Positive,Delivery
"They ignored my emails, awful support!",Negative,Customer Service
Logistics and shipping speed were impressive!,Positive,Delivery
navigation is passable.,Neutral,App/Website
"They ignored my emails, abysmal support!",Negative,Customer Service
"this product is exactly what i expected, absolutely tolerable.",Neutral,Product Quality
"It took forever to arrive, impressive shipping.",Positive,Delivery
quality is horrendous.,Negative,Product Quality
the product is disgusting.,Negative,Product Quality
"This product is exactly what I expected, absolutely fair!",Neutral,Product Quality
Logistics and shipping speed were awesome.,Positive,Delivery
I found the item to be flawless.,Positive,Product Quality
"it took forever to arrive, great shipping.",Positive,Delivery
Logistics and shipping speed were acceptable!,Neutral,Delivery
The support team is bad.,Negative,Customer Service
Delivery was lousy!,Negative,Delivery
Navigation is fair!,Neutral,App/Website
The user interface is standard!,Neutral,App/Website
The build material is breathtaking.,Positive,Product Quality
Logistics and shipping speed were so-so!,Neutral,Delivery
"App keeps crashing, terrible experience!",Negative,App/Website
"honestly, the product feels revolting.",Negative,Product Quality
i found the item to be fine.,Neutral,Product Quality
"they ignored my emails, fair support.",Neutral,Customer Service
"it took forever to arrive, abysmal shipping.",Negative,Delivery
"App keeps crashing, superlative experience!",Positive,App/Website
Navigation is unremarkable!,Neutral,App/Website
"It is too expensive, hated value.",Negative,Pricing
my experience with the agent was fantastic.,Positive,Customer Service
My experience with the agent was love.,Positive,Customer Service
the build material is perfect.,Positive,Product Quality
the build material is unacceptable.,Negative,Product Quality
The price is unacceptable.,Negative,Pricing
the build material is stellar.,Positive,Product Quality
"Support replied immediately, atrocious service!",Negative,Customer Service
i found the item to be trash.,Negative,Product Quality
I found the item to be passable.,Neutral,Product Quality
The website is superlative!,Positive,App/Website
"App keeps crashing, splendid experience.",Positive,App/Website
The app is decent.,Neutral,App/Website
quality is disgusting.,Negative,Product Quality
The price is exceptional!,Positive,Pricing
Navigation is defective.,Negative,App/Website
"Support replied immediately, mediocre service.",Neutral,Customer Service
customer service was standard.,Neutral,Customer Service
The product is marvelous!,Positive,Product Quality
Customer service was cheap!,Negative,Customer Service
The support team is superlative.,Positive,Customer Service
"this product is exactly what i expected, absolutely splendid.",Positive,Product Quality
Delivery was wonderful.,Positive,Delivery
Pricing is absolutely defective!,Negative,Pricing
customer service was adequate.,Neutral,Customer Service
quality is pathetic.,Negative,Product Quality
My experience with the agent was perfect!,Positive,Customer Service
The user interface is vile.,Negative,App/Website
the website is pathetic.,Negative,App/Website
The user interface is subpar!,Negative,App/Website
The app is run-of-the-mill.,Neutral,App/Website
"For the cost, this is fine!",Neutral,Pricing
"For the cost, this is superb!",Positive,Pricing
"It took forever to arrive, hate shipping!",Negative,Delivery
the package arrived phenomenal.,Positive,Delivery
"This product is exactly what I expected, absolutely so-so!",Neutral,Product Quality
Shipping was perfect.,Positive,Delivery
"it took forever to arrive, unacceptable shipping.",Negative,Delivery
the product is horrible.,Negative,Product Quality
"They ignored my emails, bad support!",Negative,Customer Service
"This product is exactly what I expected, absolutely inadequate!",Negative,Product Quality
Pricing is absolutely appalling!,Negative,Pricing
"They ignored my emails, top-notch support.",Positive,Customer Service
I found the item to be inferior.,Negative,Product Quality
the website is unacceptable.,Negative,App/Website
Customer service was disgusting!,Negative,Customer Service
"Support replied immediately, run-of-the-mill service.",Neutral,Customer Service
The price is inferior!,Negative,Pricing
The build material is atrocious.,Negative,Product Quality
Shipping was so-so.,Neutral,Delivery
The build material is exceptional!,Positive,Product Quality
The app is atrocious!,Negative,App/Website
"They ignored my emails, excellent support!",Positive,Customer Service
The package arrived horrendous.,Negative,Delivery
The product is love!,Positive,Product Quality
the build material is horrendous.,Negative,Product Quality
Delivery was standard.,Neutral,Delivery
"It took forever to arrive, great shipping.",Positive,Delivery
"This product is exactly what I expected, absolutely superlative!",Positive,Product Quality
"It is too expensive, impressive value!",Positive,Pricing
Delivery was marvelous!,Positive,Delivery
Shipping was trash!,Negative,Delivery
"It took forever to arrive, awful shipping.",Negative,Delivery
Customer service was acceptable.,Neutral,Customer Service
I found the item to be awful.,Negative,Product Quality
"They ignored my emails, unbearable support.",Negative,Customer Service
quality is hate.,Negative,Product Quality
"support replied immediately, undistinguished service.",Neutral,Customer Service
"it is too expensive, first-rate value.",Positive,Pricing
Quality is cheap.,Negative,Product Quality
Delivery was glorious!,Positive,Delivery
"Support replied immediately, stellar service!",Positive,Customer Service
The package arrived fair!,Neutral,Delivery
The website is run-of-the-mill!,Neutral,App/Website
logistics and shipping speed were impressive.,Positive,Delivery
navigation is top-notch.,Positive,App/Website
The product is lousy!,Negative,Product Quality
I do not like this.,Negative,General
"For the cost, this is adequate.",Neutral,Pricing
the website is lousy.,Negative,App/Website
The website is deplorable.,Negative,App/Website
Pricing is absolutely flawless.,Positive,Pricing
Shipping was wonderful!,Positive,Delivery
Navigation is mediocre.,Neutral,App/Website
My experience with the agent was exquisite!,Positive,Customer Service
"It is too expensive, ok value!",Neutral,Pricing
Quality is fantastic.,Positive,Product Quality
"support replied immediately, lousy service.",Negative,Customer Service
"It is too expensive, lousy value.",Negative,Pricing
Value for money is excellent.,Positive,Pricing
"It is too expensive, flawless value!",Positive,Pricing
My experience with the agent was good!,Positive,Customer Service
the website is vile.,Negative,App/Website
shipping was so-so.,Neutral,Delivery
shipping was unbeatable.,Positive,Delivery
the build material is average.,Neutral,Product Quality
"It is too expensive, middle-of-the-road value!",Neutral,Pricing
"For the cost, this is loved!",Positive,Pricing
"For the cost, this is unbearable.",Negative,Pricing
Logistics and shipping speed were disappointing!,Negative,Delivery
"App keeps crashing, bland experience.",Neutral,App/Website
The product is disgusting!,Negative,Product Quality
"Honestly, the product feels impressive!",Positive,Product Quality
"it is too expensive, breathtaking value.",Positive,Pricing
"Honestly, the product feels great!",Positive,Product Quality
Shipping was lousy.,Negative,Delivery
the support team is fine.,Neutral,Customer Service
My experience with the agent was abysmal.,Negative,Customer Service
The product is okay!,Neutral,Product Quality
"Support replied immediately, revolting service!",Negative,Customer Service
The product is wonderful.,Positive,Product Quality
My experience with the agent was marvelous.,Positive,Customer Service
Customer service was inadequate.,Negative,Customer Service
"It is too expensive, unremarkable value!",Neutral,Pricing
"This product is exactly what I expected, absolutely hated!",Negative,Product Quality
the website is adequate.,Neutral,App/Website
i found the item to be revolting.,Negative,Product Quality
Shipping was brilliant!,Positive,Delivery
i found the item to be excellent.,Positive,Product Quality
"It is too expensive, hated value!",Negative,Pricing
The build material is broken!,Negative,Product Quality
the app is trash.,Negative,App/Website
The price is fantastic.,Positive,Pricing
the app is fantastic.,Positive,App/Website
The price is abysmal.,Negative,Pricing
Pricing is absolutely superlative.,Positive,Pricing
Shipping was fantastic.,Positive,Delivery
navigation is phenomenal.,Positive,App/Website
"Support replied immediately, immaculate service.",Positive,Customer Service
Pricing is absolutely undistinguished!,Neutral,Pricing
"They ignored my emails, fantastic support.",Positive,Customer Service
The support team is abysmal.,Negative,Customer Service
i found the item to be flawless.,Positive,Product Quality
The support team is poor.,Negative,Customer Service
Pricing is absolutely trash!,Negative,Pricing
My experience with the agent was standard!,Neutral,Customer Service
"it is too expensive, run-of-the-mill value.",Neutral,Pricing
my experience with the agent was worst.,Negative,Customer Service
value for money is repulsive.,Negative,Pricing
"support replied immediately, standard service.",Neutral,Customer Service
The app is vile!,Negative,App/Website
Navigation is undistinguished!,Neutral,App/Website
"They ignored my emails, brilliant support.",Positive,Customer Service
the build material is inferior.,Negative,Product Quality
"Support replied immediately, trash service!",Negative,Customer Service
"This product is exactly what I expected, absolutely defective!",Negative,Product Quality
"app keeps crashing, fantastic experience.",Positive,App/Website
Value for money is fantastic.,Positive,Pricing
delivery was okay.,Neutral,Delivery
pricing is absolutely decent.,Neutral,Pricing
Pricing is absolutely cheap!,Negative,Pricing
Shipping was good!,Positive,Delivery
Shipping was phenomenal!,Positive,Delivery
Navigation is loved.,Positive,App/Website
"it is too expensive, outstanding value.",Positive,Pricing
Logistics and shipping speed were pathetic!,Negative,Delivery
My experience with the agent was unbeatable!,Positive,Customer Service
value for money is superlative.,Positive,Pricing
the website is undistinguished.,Neutral,App/Website
The website is fair!,Neutral,App/Website
"They ignored my emails, middle-of-the-road support!",Neutral,Customer Service
The user interface is passable!,Neutral,App/Website
The app is defective.,Negative,App/Website
"Honestly, the product feels trash!",Negative,Product Quality
The product is okay.,Neutral,Product Quality
Pricing is absolutely run-of-the-mill!,Neutral,Pricing
"They ignored my emails, acceptable support.",Neutral,Customer Service
My experience with the agent was adequate.,Neutral,Customer Service
Quality is lackluster!,Neutral,Product Quality
Quality is broken!,Negative,Product Quality
value for money is trash.,Negative,Pricing
"For the cost, this is useless.",Negative,Pricing
The website is awesome!,Positive,App/Website
Shipping was worst.,Negative,Delivery
Customer service was tolerable.,Neutral,Customer Service
Pricing is absolutely deplorable.,Negative,Pricing
The app is immaculate.,Positive,App/Website
The build material is mediocre.,Neutral,Product Quality
"It is too expensive, splendid value.",Positive,Pricing
The price is horrible!,Negative,Pricing
"this product is exactly what i expected, absolutely abysmal.",Negative,Product Quality
the package arrived impressive.,Positive,Delivery
Pricing is absolutely mediocre.,Neutral,Pricing
Navigation is exceptional.,Positive,App/Website
"It is too expensive, garbage value.",Negative,Pricing
"for the cost, this is acceptable.",Neutral,Pricing
"app keeps crashing, revolting experience.",Negative,App/Website
Customer service was okay.,Neutral,Customer Service
"App keeps crashing, undistinguished experience.",Neutral,App/Website
"Honestly, the product feels breathtaking!",Positive,Product Quality
"support replied immediately, flawless service.",Positive,Customer Service
The app is outstanding!,Positive,App/Website
the app is exquisite.,Positive,App/Website
"This product is exactly what I expected, absolutely top-notch.",Positive,Product Quality
Customer service was unbeatable.,Positive,Customer Service
pricing is absolutely stellar.,Positive,Pricing
The price is middle-of-the-road!,Neutral,Pricing
"they ignored my emails, outstanding support.",Positive,Customer Service
Delivery was awful.,Negative,Delivery
the build material is outstanding.,Positive,Product Quality
Delivery was splendid!,Positive,Delivery
Navigation is unbearable.,Negative,App/Website
The website is average.,Neutral,App/Website
The package arrived fantastic.,Positive,Delivery
Navigation is horrendous.,Negative,App/Website
value for money is wonderful.,Positive,Pricing
"Honestly, the product feels abysmal!",Negative,Product Quality
the build material is middle-of-the-road.,Neutral,Product Quality
"They ignored my emails, awesome support!",Positive,Customer Service
The build material is acceptable.,Neutral,Product Quality
Logistics and shipping speed were repulsive.,Negative,Delivery
The product is good.,Positive,Product Quality
shipping was stellar.,Positive,Delivery
Navigation is hated!,Negative,App/Website
The website is poor.,Negative,App/Website
the price is hated.,Negative,Pricing
The support team is good.,Positive,Customer Service
The build material is hated.,Negative,Product Quality
The app is lackluster!,Neutral,App/Website
"Support replied immediately, adequate service.",Neutral,Customer Service
The support team is horrible!,Negative,Customer Service
Logistics and shipping speed were magnificent!,Positive,Delivery
Quality is standard.,Neutral,Product Quality
Shipping was fair.,Neutral,Delivery
the price is run-of-the-mill.,Neutral,Pricing
"it is too expensive, passable value.",Neutral,Pricing
Navigation is useless.,Negative,App/Website
The product is poor!,Negative,Product Quality
"Honestly, the product feels disgusting.",Negative,Product Quality
delivery was horrendous.,Negative,Delivery
Customer service was defective.,Negative,Customer Service
The support team is superb!,Positive,Customer Service
"This product is exactly what I expected, absolutely marvelous.",Positive,Product Quality
"support replied immediately, dreadful service.",Negative,Customer Service
navigation is appalling.,Negative,App/Website
